UF;MUNICIPIO;TOTAL;MUNICIPIO_clean;id_municipio;longitude;latitude
SC;AURORA                             ;11;AURORA;4388.0;-49.629525;-27.309786
SC;BALNEÁRIO ARROIO DO SILVA          ;13;BALNEÁRIO ARROIO DO SILVA;4389.0;-49.423689;-28.980644
SC;BALNEÁRIO BARRA DO SUL             ;5;BALNEÁRIO BARRA DO SUL;4390.0;-48.612317;-26.459708
SC;BALNEÁRIO CAMBORIÚ                 ;140;BALNEÁRIO CAMBORIÚ;4391.0;-48.635152;-26.992594
SC;BALNEÁRIO GAIVOTA                  ;18;BALNEÁRIO GAIVOTA;4392.0;-49.584092;-29.15272
SC;BALNEÁRIO PIÇARRAS                 ;2;BALNEÁRIO PIÇARRAS;4556.0;-48.67629;-26.769304
SC;BALNEÁRIO RINCÃO                   ;9;BALNEÁRIO RINCÃO;;;
SC;BANDEIRANTE                        ;19;BANDEIRANTE;4393.0;-53.641326;-26.770499
SC;BARRA BONITA                       ;8;BARRA BONITA;4394.0;-53.44;-26.654
SC;BARRA VELHA                        ;13;BARRA VELHA;4395.0;-48.693338;-26.636961
SC;BELA VISTA DO TOLDO                ;10;BELA VISTA DO TOLDO;4396.0;-50.466354;-26.274625
SC;BELMONTE                           ;16;BELMONTE;4397.0;-53.57581;-26.842994
SC;BENEDITO NOVO                      ;23;BENEDITO NOVO;4398.0;-49.359314;-26.780974
SC;BIGUAÇU                            ;40;BIGUAÇU;4399.0;-48.65979;-27.496004
SC;BLUMENAU                           ;359;BLUMENAU;4400.0;-49.070904;-26.915501
SC;BOCAINA DO SUL                     ;27;BOCAINA DO SUL;4401.0;-49.942279;-27.745494
SC;BOM JARDIM DA SERRA                ;21;BOM JARDIM DA SERRA;4403.0;-49.637276;-28.337666
SC;BOM JESUS                          ;3;BOM JESUS;4404.0;-52.3919;-26.732595
SC;BOM JESUS DO OESTE                 ;1;BOM JESUS DO OESTE;4405.0;-53.096725;-26.692737
SC;BOM RETIRO                         ;20;BOM RETIRO;4406.0;-49.486994;-27.798993
SC;BOMBINHAS                          ;15;BOMBINHAS;4402.0;-48.514561;-27.138245
SC;BOTUVERÁ                           ;11;BOTUVERÁ;4407.0;-49.068892;-27.200749
SC;BRAÇO DO NORTE                     ;38;BRAÇO DO NORTE;4408.0;-49.170056;-28.268082
SC;BRAÇO DO TROMBUDO                  ;9;BRAÇO DO TROMBUDO;4409.0;-49.882145;-27.358578
SC;BRUNÓPOLIS                         ;17;BRUNÓPOLIS;4410.0;-50.86837;-27.305781
SC;BRUSQUE                            ;103;BRUSQUE;4411.0;-48.910663;-27.097706
SC;CAIBI                              ;11;CAIBI;4413.0;-53.245751;-27.074102
SC;CALMON                             ;9;CALMON;4414.0;-51.095017;-26.594241
SC;CAMBORIÚ                           ;23;CAMBORIÚ;4415.0;-48.650338;-27.024078
SC;CAMPO ALEGRE                       ;58;CAMPO ALEGRE;4416.0;-49.267588;-26.195027
SC;CAMPO BELO DO SUL                  ;37;CAMPO BELO DO SUL;4417.0;-50.75955;-27.89754
SC;CAMPO ERÊ                          ;49;CAMPO ERÊ;4418.0;-53.085614;-26.393056
SC;CAMPOS NOVOS                       ;203;CAMPOS NOVOS;4419.0;-51.227589;-27.400184
SC;CANELINHA                          ;5;CANELINHA;4420.0;-48.765791;-27.261609
SC;CANOINHAS                          ;78;CANOINHAS;4421.0;-50.395001;-26.176591
SC;CAPINZAL                           ;62;CAPINZAL;4423.0;-51.605702;-27.347295
SC;CAPIVARI DE BAIXO                  ;8;CAPIVARI DE BAIXO;4424.0;-48.963144;-28.449773
SC;CAPÃO ALTO                         ;17;CAPÃO ALTO;4422.0;-50.509788;-27.938936
SC;CATANDUVAS                         ;29;CATANDUVAS;4425.0;-51.660158;-27.068972
SC;CAXAMBU DO SUL                     ;22;CAXAMBU DO SUL;4426.0;-52.880718;-27.162401
SC;CAÇADOR                            ;193;CAÇADOR;4412.0;-51.012004;-26.77567
SC;CELSO RAMOS                        ;20;CELSO RAMOS;4427.0;-51.335003;-27.632708
SC;CERRO NEGRO                        ;11;CERRO NEGRO;4428.0;-50.867264;-27.794205
SC;CHAPADÃO DO LAGEADO                ;16;CHAPADÃO DO LAGEADO;4429.0;-49.553879;-27.590507
SC;CHAPECÓ                            ;401;CHAPECÓ;1.0;-52.61519;-27.100448
SC;COCAL DO SUL                       ;22;COCAL DO SUL;4430.0;-49.333536;-28.598569
SC;CONCÓRDIA                          ;301;CONCÓRDIA;4431.0;-52.025962;-27.233461
SC;CORDILHEIRA ALTA                   ;11;CORDILHEIRA ALTA;4432.0;-52.605582;-26.984403
SC;CORONEL FREITAS                    ;28;CORONEL FREITAS;4433.0;-52.701122;-26.905713
SC;CORONEL MARTINS                    ;13;CORONEL MARTINS;4434.0;-52.669361;-26.511043
SC;CORREIA PINTO                      ;49;CORREIA PINTO;4435.0;-50.361448;-27.587688
SC;CORUPÁ                             ;63;CORUPÁ;4436.0;-49.245968;-26.42464
SC;CRICIÚMA                           ;131;CRICIÚMA;4437.0;-49.372887;-28.672267
SC;CRISTÓVÃO DO SUL                   ;22;CRISTÓVÃO DO SUL;;;
SC;CUNHA PORÃ                         ;30;CUNHA PORÃ;4438.0;-53.166185;-26.895019
SC;CUNHATAÍ                           ;5;CUNHATAÍ;4439.0;-53.089474;-26.970924
SC;CURITIBANOS                        ;185;CURITIBANOS;4440.0;-50.581638;-27.282373
SC;DESCANSO                           ;44;DESCANSO;4441.0;-53.503395;-26.826971
SC;DIONÍSIO CERQUEIRA                 ;57;DIONÍSIO CERQUEIRA;4442.0;-53.635149;-26.264784
SC;DONA EMMA                          ;5;DONA EMMA;4443.0;-49.726142;-26.980975
SC;DOUTOR PEDRINHO                    ;6;DOUTOR PEDRINHO;4444.0;-49.479495;-26.71737
SC;ENTRE RIOS                         ;6;ENTRE RIOS;4445.0;-52.558504;-26.722474
SC;ERMO                               ;3;ERMO;4446.0;-49.643013;-28.986869
SC;ERVAL VELHO                        ;18;ERVAL VELHO;4447.0;-51.44299;-27.274321
SC;FAXINAL DOS GUEDES                 ;4;FAXINAL DOS GUEDES;4448.0;-52.259624;-26.845104
SC;FLOR DO SERTÃO                     ;3;FLOR DO SERTÃO;4449.0;-53.350522;-26.781143
SC;FLORIANÓPOLIS                      ;641;FLORIANÓPOLIS;4450.0;-48.547696;-27.594486
SC;FORMOSA DO SUL                     ;2;FORMOSA DO SUL;4451.0;-52.794636;-26.645272
SC;FORQUILHINHA                       ;42;FORQUILHINHA;4452.0;-49.478466;-28.745359
SC;FRAIBURGO                          ;55;FRAIBURGO;4453.0;-50.919978;-27.023288
SC;FREI ROGÉRIO                       ;16;FREI ROGÉRIO;4454.0;-50.807621;-27.175021
SC;GALVÃO                             ;18;GALVÃO;4455.0;-52.687528;-26.454934
SC;GAROPABA                           ;7;GAROPABA;4456.0;-48.619896;-28.01856
SC;GARUVA                             ;27;GARUVA;4457.0;-48.852026;-26.029185
SC;GASPAR                             ;62;GASPAR;4458.0;-48.953428;-26.933597
SC;GOVERNADOR CELSO RAMOS             ;8;GOVERNADOR CELSO RAMOS;4459.0;-48.557608;-27.317161
SC;GRAVATAL                           ;12;GRAVATAL;4461.0;-49.042683;-28.320763
SC;GRÃO-PARÁ                          ;25;GRÃO-PARÁ;;;
SC;GUABIRUBA                          ;24;GUABIRUBA;4462.0;-48.980445;-27.080811
SC;GUARACIABA                         ;70;GUARACIABA;4463.0;-53.524317;-26.604199
SC;GUARAMIRIM                         ;55;GUARAMIRIM;4464.0;-49.002628;-26.468753
SC;GUARUJÁ DO SUL                     ;24;GUARUJÁ DO SUL;4465.0;-53.529575;-26.385813
SC;GUATAMBÚ                           ;7;GUATAMBÚ;4466.0;-52.78865;-27.134102
SC;HERVAL D´OESTE                     ;57;HERVAL D´OESTE;;;
SC;IBIAM                              ;16;IBIAM;4468.0;-51.235154;-27.184658
SC;IBICARÉ                            ;13;IBICARÉ;4469.0;-51.368101;-27.088141
SC;IBIRAMA                            ;71;IBIRAMA;4470.0;-49.519314;-27.054665
SC;ILHOTA                             ;6;ILHOTA;4472.0;-48.825116;-26.902284
SC;IMARUÍ                             ;9;IMARUÍ;4473.0;-48.81701;-28.333938
SC;IMBITUBA                           ;18;IMBITUBA;4474.0;-48.665884;-28.228367
SC;IMBUIA                             ;11;IMBUIA;4475.0;-49.421766;-27.49082
SC;INDAIAL                            ;101;INDAIAL;4476.0;-49.235417;-26.899247
SC;IOMERÊ                             ;15;IOMERÊ;4477.0;-51.244227;-27.00192
SC;IPIRA                              ;20;IPIRA;4478.0;-51.77579;-27.403818
SC;IPORÃ DO OESTE                     ;23;IPORÃ DO OESTE;4479.0;-53.535483;-26.985396
SC;IPUAÇU                             ;13;IPUAÇU;4480.0;-52.456633;-26.632025
SC;IPUMIRIM                           ;42;IPUMIRIM;4481.0;-52.128873;-27.077215
SC;IRACEMINHA                         ;15;IRACEMINHA;4482.0;-53.276682;-26.821536
SC;IRANI                              ;28;IRANI;4483.0;-51.901204;-27.028684
SC;IRATI                              ;2;IRATI;4484.0;-52.895513;-26.653862
SC;IRINEÓPOLIS                        ;19;IRINEÓPOLIS;4485.0;-50.795687;-26.242006
SC;ITAIÓPOLIS                         ;68;ITAIÓPOLIS;4487.0;-49.9092;-26.338975
SC;ITAJAÍ                             ;118;ITAJAÍ;4488.0;-48.670475;-26.910097
SC;ITAPEMA                            ;43;ITAPEMA;4489.0;-48.616038;-27.08607
SC;ITAPIRANGA                         ;73;ITAPIRANGA;4490.0;-53.716603;-27.165856
SC;ITAPOÁ                             ;21;ITAPOÁ;4491.0;-48.618188;-26.11576
SC;ITUPORANGA                         ;70;ITUPORANGA;4492.0;-49.596253;-27.410063
SC;ITÁ                                ;20;ITÁ;4486.0;-52.321187;-27.290666
SC;IÇARA                              ;46;IÇARA;4471.0;-49.308654;-28.713206
SC;JABORÁ                             ;13;JABORÁ;4493.0;-51.727899;-27.178233
SC;JACINTO MACHADO                    ;26;JACINTO MACHADO;4494.0;-49.762316;-28.996094
SC;JAGUARUNA                          ;16;JAGUARUNA;4495.0;-49.02958;-28.614598
SC;JARAGUÁ DO SUL                     ;198;JARAGUÁ DO SUL;4496.0;-49.07125;-26.485083
SC;JARDINÓPOLIS                       ;12;JARDINÓPOLIS;4497.0;-52.862524;-26.719136
SC;JOAÇABA                            ;99;JOAÇABA;4498.0;-51.510788;-27.172105
SC;JOINVILLE                          ;333;JOINVILLE;4499.0;-48.848675;-26.304497
SC;JOSÉ BOITEUX                       ;12;JOSÉ BOITEUX;4500.0;-49.62863;-26.956568
SC;JUPIÁ                              ;11;JUPIÁ;4501.0;-52.729766;-26.395038
SC;LACERDÓPOLIS                       ;7;LACERDÓPOLIS;4502.0;-51.55766;-27.257941
SC;LAGES                              ;517;LAGES;4503.0;-50.325862;-27.814966
SC;LAGUNA                             ;28;LAGUNA;4504.0;-48.777234;-28.484287
SC;LAJEADO GRANDE                     ;10;LAJEADO GRANDE;4505.0;-52.564782;-26.857614
SC;LAURENTINO                         ;8;LAURENTINO;4506.0;-49.733119;-27.217295
SC;LAURO MÜLLER                       ;18;LAURO MÜLLER;4507.0;-49.40348;-28.385899
SC;LEBON RÉGIS                        ;36;LEBON RÉGIS;4508.0;-50.692109;-26.927987
SC;LEOBERTO LEAL                      ;9;LEOBERTO LEAL;4509.0;-49.278865;-27.508123
SC;LINDÓIA DO SUL                     ;28;LINDÓIA DO SUL;4510.0;-52.068955;-27.054472
SC;LONTRAS                            ;12;LONTRAS;4511.0;-49.535049;-27.168358
SC;LUIZ ALVES                         ;15;LUIZ ALVES;4512.0;-48.93224;-26.715136
SC;LUZERNA                            ;17;LUZERNA;4513.0;-51.468221;-27.130363
SC;MACIEIRA                           ;4;MACIEIRA;4514.0;-51.37051;-26.855232
SC;MAFRA                              ;139;MAFRA;4515.0;-49.808624;-26.115935
SC;MAJOR GERCINO                      ;3;MAJOR GERCINO;4516.0;-48.94878;-27.419236
SC;MAJOR VIEIRA                       ;20;MAJOR VIEIRA;4517.0;-50.326592;-26.370901
SC;MARACAJÁ                           ;1;MARACAJÁ;4518.0;-49.460546;-28.846337
SC;MARAVILHA                          ;80;MARAVILHA;4519.0;-53.173699;-26.766529
SC;MAREMA                             ;6;MAREMA;4520.0;-52.626445;-26.802361
SC;MASSARANDUBA                       ;64;MASSARANDUBA;4521.0;-49.005351;-26.610868
SC;MATOS COSTA                        ;16;MATOS COSTA;4522.0;-51.150095;-26.47087
SC;MELEIRO                            ;10;MELEIRO;4523.0;-49.637821;-28.824433
SC;MIRIM DOCE                         ;13;MIRIM DOCE;4524.0;-50.078623;-27.197002
SC;MODELO                             ;23;MODELO;4525.0;-53.039956;-26.772924
SC;MONDAÍ                             ;34;MONDAÍ;4526.0;-53.403177;-27.100785
SC;MONTE CARLO                        ;19;MONTE CARLO;4527.0;-50.980785;-27.223916
SC;MONTE CASTELO                      ;27;MONTE CASTELO;4528.0;-50.232724;-26.460989
SC;MORRO DA FUMAÇA                    ;7;MORRO DA FUMAÇA;4529.0;-49.216937;-28.651117
SC;MORRO GRANDE                       ;15;MORRO GRANDE;4530.0;-49.721362;-28.80057
SC;NAVEGANTES                         ;24;NAVEGANTES;4531.0;-48.654593;-26.894293
SC;NOVA ERECHIM                       ;9;NOVA ERECHIM;4532.0;-52.906569;-26.898159
SC;NOVA ITABERABA                     ;12;NOVA ITABERABA;4533.0;-52.814076;-26.942805
SC;NOVA TRENTO                        ;14;NOVA TRENTO;4534.0;-48.929836;-27.277976
SC;NOVA VENEZA                        ;35;NOVA VENEZA;4535.0;-49.505541;-28.633772
SC;NOVO HORIZONTE                     ;13;NOVO HORIZONTE;4536.0;-52.828104;-26.444218
SC;ORLEANS                            ;24;ORLEANS;4537.0;-49.298616;-28.348674
SC;OTACÍLIO COSTA                     ;67;OTACÍLIO COSTA;4538.0;-50.123113;-27.478917
SC;OURO                               ;32;OURO;4539.0;-51.619373;-27.337905
SC;OURO VERDE                         ;5;OURO VERDE;4540.0;-52.310845;-26.692027
SC;PAIAL                              ;6;PAIAL;4541.0;-52.497517;-27.254105
SC;PAINEL                             ;25;PAINEL;4542.0;-50.097175;-27.923413
SC;PALHOÇA                            ;61;PALHOÇA;4543.0;-48.669661;-27.645518
SC;PALMA SOLA                         ;40;PALMA SOLA;4544.0;-53.277091;-26.347069
SC;PALMEIRA                           ;33;PALMEIRA;4545.0;-50.157717;-27.583013
SC;PALMITOS                           ;69;PALMITOS;4546.0;-53.158612;-27.070219
SC;PAPANDUVA                          ;87;PAPANDUVA;4547.0;-50.141938;-26.377709
SC;PARAÍSO                            ;23;PARAÍSO;4548.0;-53.671595;-26.620024
SC;PASSO DE TORRES                    ;11;PASSO DE TORRES;4549.0;-49.722034;-29.309889
SC;PASSOS MAIA                        ;20;PASSOS MAIA;4550.0;-52.056768;-26.782945
SC;PAULO LOPES                        ;4;PAULO LOPES;4551.0;-48.686358;-27.960698
SC;PEDRAS GRANDES                     ;9;PEDRAS GRANDES;4552.0;-49.19491;-28.433862
SC;PENHA                              ;19;PENHA;4553.0;-48.646525;-26.775418
SC;PERITIBA                           ;15;PERITIBA;4554.0;-51.901793;-27.375449
SC;PETROLÂNDIA                        ;22;PETROLÂNDIA;4555.0;-49.693747;-27.53463
SC;PINHALZINHO                        ;26;PINHALZINHO;4557.0;-52.991268;-26.849546
SC;PINHEIRO PRETO                     ;19;PINHEIRO PRETO;4558.0;-51.224249;-27.048318
SC;PIRATUBA                           ;15;PIRATUBA;4559.0;-51.766834;-27.424228
SC;PIÇARRAS                           ;2;PIÇARRAS;;;
SC;PLANALTO ALEGRE                    ;9;PLANALTO ALEGRE;4560.0;-52.86699;-27.070423
SC;POMERODE                           ;84;POMERODE;4561.0;-49.178456;-26.738355
SC;PONTE ALTA                         ;24;PONTE ALTA;4562.0;-50.376404;-27.483497
SC;PONTE ALTA DO NORTE                ;9;PONTE ALTA DO NORTE;4563.0;-50.465947;-27.159112
SC;PONTE SERRADA                      ;43;PONTE SERRADA;4564.0;-52.01125;-26.873278
SC;PORTO BELO                         ;17;PORTO BELO;4565.0;-48.546865;-27.158569
SC;PORTO UNIÃO                        ;117;PORTO UNIÃO;4566.0;-51.075858;-26.245075
SC;POUSO REDONDO                      ;30;POUSO REDONDO;4567.0;-49.930098;-27.256725
SC;PRAIA GRANDE                       ;22;PRAIA GRANDE;4568.0;-49.952503;-29.191846
SC;PRESIDENTE GETÚLIO                 ;61;PRESIDENTE GETÚLIO;4570.0;-49.624609;-27.04743
SC;PRESIDENTE NEREU                   ;3;PRESIDENTE NEREU;4571.0;-49.388938;-27.27683
SC;PRINCESA                           ;10;PRINCESA;4572.0;-53.599427;-26.44412
SC;QUILOMBO                           ;59;QUILOMBO;4573.0;-52.72396;-26.726432
SC;RANCHO QUEIMADO                    ;10;RANCHO QUEIMADO;4574.0;-49.019145;-27.672733
SC;RIO DAS ANTAS                      ;39;RIO DAS ANTAS;4575.0;-51.067414;-26.894615
SC;RIO DO CAMPO                       ;33;RIO DO CAMPO;4576.0;-50.136021;-26.945181
SC;RIO DO OESTE                       ;7;RIO DO OESTE;4577.0;-49.798896;-27.195155
SC;RIO DO SUL                         ;89;RIO DO SUL;4579.0;-49.643016;-27.215596
SC;RIO DOS CEDROS                     ;29;RIO DOS CEDROS;4578.0;-49.271828;-26.739777
SC;RIO FORTUNA                        ;14;RIO FORTUNA;4580.0;-49.106816;-28.124383
SC;RIO NEGRINHO                       ;87;RIO NEGRINHO;4581.0;-49.517746;-26.259075
SC;RIO RUFINO                         ;4;RIO RUFINO;4582.0;-49.775373;-27.859191
SC;RIQUEZA                            ;15;RIQUEZA;4583.0;-53.326452;-27.065325
SC;RODEIO                             ;22;RODEIO;4584.0;-49.36491;-26.924349
SC;ROMELÂNDIA                         ;20;ROMELÂNDIA;4585.0;-53.317193;-26.680888
SC;SALETE                             ;11;SALETE;4586.0;-49.998811;-26.97978
SC;SALTINHO                           ;21;SALTINHO;4587.0;-53.057763;-26.604932
SC;SALTO VELOSO                       ;11;SALTO VELOSO;4588.0;-51.404337;-26.902991
SC;SANGÃO                             ;5;SANGÃO;4589.0;-49.132181;-28.632638
SC;SANTA CECÍLIA                      ;82;SANTA CECÍLIA;4590.0;-50.42517;-26.959182
SC;SANTA HELENA                       ;22;SANTA HELENA;4591.0;-53.621439;-26.936966
SC;SANTA ROSA DE LIMA                 ;8;SANTA ROSA DE LIMA;4592.0;-49.133043;-28.033124
SC;SANTA ROSA DO SUL                  ;4;SANTA ROSA DO SUL;4593.0;-49.710944;-29.131273
SC;SANTA TEREZINHA                    ;17;SANTA TEREZINHA;4594.0;-50.009017;-26.7813
SC;SANTA TEREZINHA DO PROGRESSO       ;4;SANTA TEREZINHA DO PROGRESSO;4595.0;-53.199716;-26.62403
SC;SANTIAGO DO SUL                    ;4;SANTIAGO DO SUL;4596.0;-52.679852;-26.638784
SC;SANTO AMARO DA IMPERATRIZ          ;11;SANTO AMARO DA IMPERATRIZ;4597.0;-48.781305;-27.685182
SC;SAUDADES                           ;13;SAUDADES;4619.0;-53.00213;-26.931677
SC;SCHROEDER                          ;22;SCHROEDER;4620.0;-49.074041;-26.411571
SC;SEARA                              ;40;SEARA;4621.0;-52.299045;-27.156432
SC;SERRA ALTA                         ;11;SERRA ALTA;4622.0;-53.04087;-26.722898
SC;SIDERÓPOLIS                        ;8;SIDERÓPOLIS;4623.0;-49.431423;-28.595501
SC;SOMBRIO                            ;15;SOMBRIO;4624.0;-49.632776;-29.107985
SC;SUL BRASIL                         ;8;SUL BRASIL;4625.0;-52.963965;-26.735148
SC;SÃO BENTO DO SUL                   ;176;SÃO BENTO DO SUL;4598.0;-49.383077;-26.249542
SC;SÃO BERNARDINO                     ;8;SÃO BERNARDINO;4599.0;-52.968669;-26.473926
SC;SÃO BONIFÁCIO                      ;3;SÃO BONIFÁCIO;4600.0;-48.932608;-27.900907
SC;SÃO CARLOS                         ;40;SÃO CARLOS;4601.0;-53.003704;-27.079757
SC;SÃO DOMINGOS                       ;67;SÃO DOMINGOS;4603.0;-52.531333;-26.554811
SC;SÃO FRANCISCO DO SUL               ;33;SÃO FRANCISCO DO SUL;4604.0;-48.634372;-26.257917
SC;SÃO JOAQUIM                        ;123;SÃO JOAQUIM;4609.0;-49.945715;-28.288709
SC;SÃO JOSÉ                           ;137;SÃO JOSÉ;4610.0;-48.636607;-27.613577
SC;SÃO JOSÉ DO CEDRO                  ;61;SÃO JOSÉ DO CEDRO;4611.0;-53.495456;-26.456135
SC;SÃO JOSÉ DO CERRITO                ;77;SÃO JOSÉ DO CERRITO;4612.0;-50.573305;-27.660189
SC;SÃO JOÃO BATISTA                   ;9;SÃO JOÃO BATISTA;4605.0;-48.847395;-27.277186
SC;SÃO JOÃO DO OESTE                  ;27;SÃO JOÃO DO OESTE;4607.0;-53.597657;-27.098353
SC;SÃO JOÃO DO SUL                    ;6;SÃO JOÃO DO SUL;4608.0;-49.809357;-29.215415
SC;SÃO LOURENÇO DO OESTE              ;77;SÃO LOURENÇO DO OESTE;4613.0;-52.849837;-26.35566
SC;SÃO LUDGERO                        ;11;SÃO LUDGERO;4614.0;-49.180631;-28.314375
SC;SÃO MARTINHO                       ;13;SÃO MARTINHO;4615.0;-48.986724;-28.160883
SC;SÃO MIGUEL DA BOA VISTA            ;6;SÃO MIGUEL DA BOA VISTA;4616.0;-53.251107;-26.686961
SC;SÃO MIGUEL DO OESTE                ;5;SÃO MIGUEL DO OESTE;4617.0;-53.516259;-26.724224
SC;SÃO PEDRO DE ALCÂNTARA             ;3;SÃO PEDRO DE ALCÂNTARA;4618.0;-48.804768;-27.566515
SC;TAIÓ                               ;48;TAIÓ;4626.0;-49.994184;-27.121001
SC;TANGARÁ                            ;58;TANGARÁ;4627.0;-51.247253;-27.099576
SC;TIGRINHOS                          ;4;TIGRINHOS;4628.0;-53.154529;-26.68761
SC;TIJUCAS                            ;17;TIJUCAS;4629.0;-48.632221;-27.235425
SC;TIMBÉ DO SUL                       ;22;TIMBÉ DO SUL;4630.0;-49.842048;-28.828749
SC;TIMBÓ                              ;63;TIMBÓ;4631.0;-49.269039;-26.82464
SC;TIMBÓ GRANDE                       ;21;TIMBÓ GRANDE;4632.0;-50.66072;-26.612671
SC;TREVISO                            ;9;TREVISO;4634.0;-49.463367;-28.509661
SC;TREZE DE MAIO                      ;4;TREZE DE MAIO;4635.0;-49.156535;-28.553662
SC;TREZE TÍLIAS                       ;18;TREZE TÍLIAS;4636.0;-51.408444;-27.002604
SC;TROMBUDO CENTRAL                   ;21;TROMBUDO CENTRAL;4637.0;-49.792953;-27.303296
SC;TRÊS BARRAS                        ;22;TRÊS BARRAS;4633.0;-50.319692;-26.105632
SC;TUBARÃO                            ;85;TUBARÃO;4638.0;-49.014371;-28.47131
SC;TUNÁPOLIS                          ;20;TUNÁPOLIS;4639.0;-53.641725;-26.968103
SC;TURVO                              ;38;TURVO;4640.0;-49.683067;-28.927169
SC;UNIÃO DO OESTE                     ;17;UNIÃO DO OESTE;4641.0;-52.854123;-26.76204
SC;URUBICI                            ;25;URUBICI;4642.0;-49.592547;-28.015663
SC;URUPEMA                            ;20;URUPEMA;4643.0;-49.872882;-27.955674
SC;URUSSANGA                          ;70;URUSSANGA;4644.0;-49.323814;-28.518049
SC;VARGEM                             ;7;VARGEM;4646.0;-50.972355;-27.486714
SC;VARGEM BONITA                      ;3;VARGEM BONITA;4647.0;-51.740238;-27.005456
SC;VARGEÃO                            ;9;VARGEÃO;4645.0;-52.154907;-26.862088
SC;VIDAL RAMOS                        ;13;VIDAL RAMOS;4648.0;-49.359339;-27.388643
SC;VIDEIRA                            ;225;VIDEIRA;4649.0;-51.154274;-27.008624
SC;VITOR MEIRELES                     ;20;VITOR MEIRELES;4650.0;-49.832787;-26.878152
SC;WITMARSUM                          ;11;WITMARSUM;4651.0;-49.794675;-26.927487
SC;XANXERÊ                            ;126;XANXERÊ;4652.0;-52.403579;-26.874694
SC;XAVANTINA                          ;27;XAVANTINA;4653.0;-52.342994;-27.0667
SC;XAXIM                              ;75;XAXIM;4654.0;-52.537446;-26.959643
SC;ZORTÉA                             ;12;ZORTÉA;4655.0;-51.551993;-27.452065
SC;ÁGUA DOCE                          ;37;ÁGUA DOCE;4368.0;-51.552812;-26.998452
SC;ÁGUAS DE CHAPECÓ                   ;24;ÁGUAS DE CHAPECÓ;4369.0;-52.980844;-27.075424
SC;ÁGUAS FRIAS                        ;7;ÁGUAS FRIAS;4370.0;-52.856773;-26.879377
SC;ÁGUAS MORNAS                       ;11;ÁGUAS MORNAS;4371.0;-48.824347;-27.696325
SE;AMPARO DO SÃO FRANCISCO            ;8;AMPARO DO SÃO FRANCISCO;;;
SE;AQUIDABÃ                           ;1;AQUIDABÃ;4657.0;-37.014768;-10.278043
SE;ARACAJU                            ;261;ARACAJU;4658.0;-37.06766;-10.909133
SE;ARAUÁ                              ;5;ARAUÁ;4659.0;-37.620058;-11.261391
SE;AREIA BRANCA                       ;5;AREIA BRANCA;4660.0;-37.325063;-10.758005
SE;BARRA DOS COQUEIROS                ;9;BARRA DOS COQUEIROS;4661.0;-37.032317;-10.899623
SE;BOQUIM                             ;5;BOQUIM;4662.0;-37.619466;-11.13972
SE;BREJO GRANDE                       ;2;BREJO GRANDE;4663.0;-36.461102;-10.429713
SE;CAMPO DO BRITO                     ;4;CAMPO DO BRITO;4664.0;-37.495369;-10.739248
SE;CANINDÉ DE SÃO FRANCISCO           ;2;CANINDÉ DE SÃO FRANCISCO;4666.0;-37.792294;-9.648823
SE;CAPELA                             ;10;CAPELA;4667.0;-37.062847;-10.506928
SE;CARIRA                             ;5;CARIRA;4668.0;-37.700241;-10.352361
SE;CARMÓPOLIS                         ;3;CARMÓPOLIS;4669.0;-36.988742;-10.644869
SE;CRISTINÁPOLIS                      ;5;CRISTINÁPOLIS;4671.0;-37.758494;-11.466778
SE;CUMBE                              ;1;CUMBE;4672.0;-37.184622;-10.351979
SE;DIVINA PASTORA                     ;4;DIVINA PASTORA;4673.0;-37.150557;-10.678161
SE;ESTÂNCIA                           ;11;ESTÂNCIA;4674.0;-37.448381;-11.265922
SE;FEIRA NOVA                         ;6;FEIRA NOVA;4675.0;-37.314672;-10.261645
SE;FREI PAULO                         ;5;FREI PAULO;4676.0;-37.527934;-10.551292
SE;GARARU                             ;7;GARARU;4677.0;-37.086921;-9.972202
SE;GENERAL MAYNARD                    ;1;GENERAL MAYNARD;4678.0;-36.983758;-10.683471
SE;ILHA DAS FLORES                    ;2;ILHA DAS FLORES;4680.0;-36.547935;-10.442506
SE;INDIAROBA                          ;1;INDIAROBA;4681.0;-37.514979;-11.515746
SE;ITABAIANA                          ;26;ITABAIANA;4682.0;-37.427287;-10.682555
SE;ITABAIANINHA                       ;3;ITABAIANINHA;4683.0;-37.787505;-11.269268
SE;ITAPORANGA D´AJUDA                 ;5;ITAPORANGA D´AJUDA;;;
SE;JAPARATUBA                         ;5;JAPARATUBA;4686.0;-36.941765;-10.584913
SE;JAPOATÃ                            ;3;JAPOATÃ;4687.0;-36.804504;-10.347719
SE;LAGARTO                            ;19;LAGARTO;4688.0;-37.668948;-10.913628
SE;LARANJEIRAS                        ;4;LARANJEIRAS;4689.0;-37.173123;-10.798121
SE;MACAMBIRA                          ;1;MACAMBIRA;4690.0;-37.541303;-10.661871
SE;MALHADA DOS BOIS                   ;3;MALHADA DOS BOIS;4691.0;-36.925188;-10.341837
SE;MALHADOR                           ;7;MALHADOR;4692.0;-37.300437;-10.664926
SE;MARUIM                             ;4;MARUIM;4693.0;-37.085598;-10.730762
SE;MOITA BONITA                       ;2;MOITA BONITA;4694.0;-37.35121;-10.576908
