UF;MUNICIPIO;TOTAL;MUNICIPIO_clean;id_municipio;longitude;latitude
MG;CENTRALINA                         ;2;CENTRALINA;1517.0;-49.201397;-18.585217
MG;CHALÉ                              ;5;CHALÉ;1519.0;-41.689714;-20.045328
MG;CHAPADA DO NORTE                   ;2;CHAPADA DO NORTE;1520.0;-42.539187;-17.088119
MG;CHAPADA GAÚCHA                     ;5;CHAPADA GAÚCHA;1521.0;-45.611616;-15.301373
MG;CHIADOR                            ;3;CHIADOR;1522.0;-43.061671;-21.999572
MG;CHÁCARA                            ;5;CHÁCARA;1518.0;-43.21499;-21.673256
MG;CLARO DOS POÇÕES                   ;3;CLARO DOS POÇÕES;1525.0;-44.206097;-17.08203
MG;CLÁUDIO                            ;17;CLÁUDIO;1526.0;-44.767332;-20.443672
MG;COIMBRA                            ;5;COIMBRA;1527.0;-42.800807;-20.853505
MG;COLUNA                             ;16;COLUNA;1528.0;-42.835185;-18.23108
MG;COMENDADOR GOMES                   ;1;COMENDADOR GOMES;1529.0;-49.078894;-19.697342
MG;COMERCINHO                         ;1;COMERCINHO;1530.0;-41.794536;-16.296258
MG;CONCEIÇÃO DA APARECIDA             ;6;CONCEIÇÃO DA APARECIDA;1531.0;-46.20491;-21.096024
MG;CONCEIÇÃO DAS ALAGOAS              ;32;CONCEIÇÃO DAS ALAGOAS;1533.0;-48.38394;-19.917155
MG;CONCEIÇÃO DE IPANEMA               ;3;CONCEIÇÃO DE IPANEMA;1535.0;-41.690756;-19.932584
MG;CONCEIÇÃO DO MATO DENTRO           ;7;CONCEIÇÃO DO MATO DENTRO;1536.0;-43.422082;-19.03441
MG;CONCEIÇÃO DO PARÁ                  ;14;CONCEIÇÃO DO PARÁ;1537.0;-44.894511;-19.745599
MG;CONCEIÇÃO DO RIO VERDE             ;9;CONCEIÇÃO DO RIO VERDE;1538.0;-45.08703;-21.877836
MG;CONCEIÇÃO DOS OUROS                ;7;CONCEIÇÃO DOS OUROS;1539.0;-45.799599;-22.407845
MG;CONGONHAL                          ;9;CONGONHAL;1542.0;-46.043031;-22.148753
MG;CONGONHAS                          ;25;CONGONHAS;1543.0;-43.851012;-20.495844
MG;CONGONHAS DO NORTE                 ;3;CONGONHAS DO NORTE;1544.0;-43.67672;-18.802053
MG;CONQUISTA                          ;3;CONQUISTA;1545.0;-47.549196;-19.931182
MG;CONSELHEIRO LAFAIETE               ;57;CONSELHEIRO LAFAIETE;1546.0;-43.784609;-20.663445
MG;CONSELHEIRO PENA                   ;23;CONSELHEIRO PENA;1547.0;-41.473554;-19.178914
MG;CONSOLAÇÃO                         ;10;CONSOLAÇÃO;1548.0;-45.925459;-22.54929
MG;CONTAGEM                           ;349;CONTAGEM;1549.0;-44.05392;-19.932079
MG;COQUEIRAL                          ;4;COQUEIRAL;1550.0;-45.436568;-21.185757
MG;CORAÇÃO DE JESUS                   ;20;CORAÇÃO DE JESUS;1551.0;-44.363517;-16.684067
MG;CORDISBURGO                        ;11;CORDISBURGO;1552.0;-44.322415;-19.122393
MG;CORDISLÂNDIA                       ;11;CORDISLÂNDIA;1553.0;-45.699879;-21.789099
MG;CORINTO                            ;22;CORINTO;1554.0;-44.454181;-18.368967
MG;COROACI                            ;4;COROACI;1555.0;-42.279099;-18.61557
MG;COROMANDEL                         ;26;COROMANDEL;1556.0;-47.193348;-18.473364
MG;CORONEL FABRICIANO                 ;83;CORONEL FABRICIANO;1557.0;-42.627585;-19.517879
MG;CORONEL MURTA                      ;2;CORONEL MURTA;1558.0;-42.183952;-16.614847
MG;CORONEL PACHECO                    ;1;CORONEL PACHECO;1559.0;-43.255989;-21.589751
MG;CORONEL XAVIER CHAVES              ;5;CORONEL XAVIER CHAVES;1560.0;-44.2206;-21.027724
MG;COUTO DE MAGALHÃES DE MINAS        ;1;COUTO DE MAGALHÃES DE MINAS;1565.0;-43.464821;-18.07272
MG;CRISTAIS                           ;4;CRISTAIS;1567.0;-45.516727;-20.87328
MG;CRISTIANO OTONI                    ;4;CRISTIANO OTONI;1569.0;-43.816552;-20.832421
MG;CRISTINA                           ;6;CRISTINA;1570.0;-45.267266;-22.207982
MG;CRUCILÂNDIA                        ;10;CRUCILÂNDIA;1571.0;-44.333425;-20.392314
MG;CRUZEIRO DA FORTALEZA              ;1;CRUZEIRO DA FORTALEZA;1572.0;-46.666891;-18.944029
MG;CRUZÍLIA                           ;4;CRUZÍLIA;1573.0;-44.806678;-21.839985
MG;CUPARAQUE                          ;3;CUPARAQUE;1574.0;-41.098621;-18.964827
MG;CURRAL DE DENTRO                   ;1;CURRAL DE DENTRO;1575.0;-41.855684;-15.932709
MG;CURVELO                            ;80;CURVELO;1576.0;-44.430259;-18.752731
MG;CÁSSIA                             ;24;CÁSSIA;1508.0;-46.920122;-20.583061
MG;CÓRREGO DANTA                      ;4;CÓRREGO DANTA;1561.0;-45.903228;-19.819775
MG;CÓRREGO DO BOM JESUS               ;2;CÓRREGO DO BOM JESUS;1562.0;-46.024113;-22.626882
MG;CÓRREGO NOVO                       ;5;CÓRREGO NOVO;1564.0;-42.398816;-19.836096
MG;DATAS                              ;3;DATAS;1577.0;-43.659085;-18.447761
MG;DELFINÓPOLIS                       ;4;DELFINÓPOLIS;1579.0;-46.845554;-20.34677
MG;DELTA                              ;2;DELTA;1580.0;-47.78408;-19.972143
MG;DESCOBERTO                         ;7;DESCOBERTO;1581.0;-42.961766;-21.45999
MG;DESTERRO DE ENTRE RIOS             ;5;DESTERRO DE ENTRE RIOS;1582.0;-44.333388;-20.66504
MG;DIAMANTINA                         ;52;DIAMANTINA;1584.0;-43.603099;-18.241315
MG;DIOGO DE VASCONCELOS               ;7;DIOGO DE VASCONCELOS;1585.0;-43.195253;-20.487903
MG;DIONÍSIO                           ;12;DIONÍSIO;1586.0;-42.770087;-19.843252
MG;DIVINO                             ;9;DIVINO;1588.0;-42.143801;-20.613405
MG;DIVINO DAS LARANJEIRAS             ;2;DIVINO DAS LARANJEIRAS;1589.0;-41.478081;-18.775491
MG;DIVINOLÂNDIA DE MINAS              ;9;DIVINOLÂNDIA DE MINAS;1590.0;-42.610345;-18.80038
MG;DIVINÉSIA                          ;5;DIVINÉSIA;1587.0;-43.000263;-20.991709
MG;DIVINÓPOLIS                        ;109;DIVINÓPOLIS;1591.0;-44.891223;-20.144646
MG;DIVISA NOVA                        ;10;DIVISA NOVA;1593.0;-46.190385;-21.50916
MG;DOM BOSCO                          ;3;DOM BOSCO;1595.0;-46.259725;-16.651957
MG;DOM CAVATI                         ;4;DOM CAVATI;1596.0;-42.112132;-19.373457
MG;DOM JOAQUIM                        ;10;DOM JOAQUIM;1597.0;-43.254382;-18.961036
MG;DOM SILVÉRIO                       ;6;DOM SILVÉRIO;1598.0;-42.962673;-20.162726
MG;DORES DE CAMPOS                    ;3;DORES DE CAMPOS;1601.0;-44.02068;-21.113944
MG;DORES DE GUANHÃES                  ;10;DORES DE GUANHÃES;1602.0;-42.925373;-19.051607
MG;DORES DO INDAIÁ                    ;31;DORES DO INDAIÁ;1603.0;-45.592741;-19.462789
MG;DORES DO TURVO                     ;1;DORES DO TURVO;1604.0;-43.18343;-20.978477
MG;DORESÓPOLIS                        ;7;DORESÓPOLIS;1605.0;-45.900725;-20.286828
MG;DURANDÉ                            ;1;DURANDÉ;1607.0;-41.79772;-20.205817
MG;ELÓI MENDES                        ;25;ELÓI MENDES;1608.0;-45.569064;-21.608806
MG;ENGENHEIRO CALDAS                  ;13;ENGENHEIRO CALDAS;1609.0;-42.050305;-19.206497
MG;ENGENHEIRO NAVARRO                 ;3;ENGENHEIRO NAVARRO;1610.0;-43.946966;-17.283128
MG;ENTRE FOLHAS                       ;6;ENTRE FOLHAS;1611.0;-42.230555;-19.621811
MG;ENTRE RIOS DE MINAS                ;21;ENTRE RIOS DE MINAS;1612.0;-44.065392;-20.67063
MG;ERVÁLIA                            ;14;ERVÁLIA;1613.0;-42.654422;-20.840258
MG;ESMERALDAS                         ;58;ESMERALDAS;1614.0;-44.306485;-19.76402
MG;ESPERA FELIZ                       ;10;ESPERA FELIZ;1615.0;-41.911927;-20.650762
MG;ESPINOSA                           ;4;ESPINOSA;1616.0;-42.809015;-14.924948
MG;ESPÍRITO SANTO DO DOURADO          ;4;ESPÍRITO SANTO DO DOURADO;1617.0;-45.95477;-22.045368
MG;ESTIVA                             ;11;ESTIVA;1618.0;-46.01905;-22.457694
MG;ESTRELA DALVA                      ;3;ESTRELA DALVA;1619.0;-42.45743;-21.741231
MG;ESTRELA DO INDAIÁ                  ;10;ESTRELA DO INDAIÁ;1620.0;-45.78595;-19.516888
MG;ESTRELA DO SUL                     ;3;ESTRELA DO SUL;1621.0;-47.695643;-18.73994
MG;EUGENÓPOLIS                        ;30;EUGENÓPOLIS;1622.0;-42.187834;-21.100153
MG;EWBANK DA CÂMARA                   ;4;EWBANK DA CÂMARA;1623.0;-43.506803;-21.549819
MG;EXTREMA                            ;19;EXTREMA;1624.0;-46.317816;-22.853991
MG;FAMA                               ;5;FAMA;1625.0;-45.828617;-21.408898
MG;FARIA LEMOS                        ;2;FARIA LEMOS;1626.0;-42.021317;-20.809745
MG;FELISBURGO                         ;2;FELISBURGO;1628.0;-40.760502;-16.634828
MG;FELIXLÂNDIA                        ;11;FELIXLÂNDIA;1629.0;-44.900376;-18.750669
MG;FELÍCIO DOS SANTOS                 ;2;FELÍCIO DOS SANTOS;1627.0;-43.242206;-18.075546
MG;FERNANDES TOURINHO                 ;4;FERNANDES TOURINHO;1630.0;-42.080259;-19.154087
MG;FERROS                             ;46;FERROS;1631.0;-43.019232;-19.234309
MG;FERVEDOURO                         ;16;FERVEDOURO;1632.0;-42.278997;-20.726
MG;FLORESTAL                          ;14;FLORESTAL;1633.0;-44.431758;-19.888043
MG;FORMIGA                            ;68;FORMIGA;1634.0;-45.426793;-20.461819
MG;FORTALEZA DE MINAS                 ;4;FORTALEZA DE MINAS;1636.0;-46.712029;-20.850765
MG;FORTUNA DE MINAS                   ;2;FORTUNA DE MINAS;1637.0;-44.447177;-19.557755
MG;FRANCISCO BADARÓ                   ;1;FRANCISCO BADARÓ;1638.0;-42.356813;-16.988284
MG;FRANCISCO DUMONT                   ;1;FRANCISCO DUMONT;1639.0;-44.23171;-17.310678
MG;FRANCISCO SÁ                       ;3;FRANCISCO SÁ;1641.0;-43.489615;-16.482729
MG;FRANCISCÓPOLIS                     ;5;FRANCISCÓPOLIS;1640.0;-42.009382;-17.957766
MG;FREI GASPAR                        ;10;FREI GASPAR;1642.0;-41.432522;-18.070898
MG;FREI INOCÊNCIO                     ;5;FREI INOCÊNCIO;1643.0;-41.912087;-18.555602
MG;FRONTEIRA                          ;10;FRONTEIRA;1645.0;-49.198423;-20.274848
MG;FRUTAL                             ;94;FRUTAL;1648.0;-48.935497;-20.025875
MG;FUNILÂNDIA                         ;7;FUNILÂNDIA;1649.0;-44.060976;-19.36613
MG;GALILÉIA                           ;3;GALILÉIA;1650.0;-41.538653;-19.000464
MG;GLAUCILÂNDIA                       ;3;GLAUCILÂNDIA;1652.0;-43.691952;-16.848056
MG;GOIABEIRA                          ;4;GOIABEIRA;1653.0;-41.223526;-18.980659
MG;GOIANÁ                             ;2;GOIANÁ;1654.0;-43.195664;-21.536045
MG;GONZAGA                            ;5;GONZAGA;1656.0;-42.476908;-18.819608
MG;GONÇALVES                          ;4;GONÇALVES;1655.0;-45.855566;-22.654535
MG;GOVERNADOR VALADARES               ;206;GOVERNADOR VALADARES;1658.0;-41.95553;-18.854452
MG;GRUPIARA                           ;1;GRUPIARA;1660.0;-47.731787;-18.500302
MG;GRÃO MOGOL                         ;7;GRÃO MOGOL;1659.0;-42.892306;-16.566232
MG;GUANHÃES                           ;65;GUANHÃES;1661.0;-42.931231;-18.771284
MG;GUAPÉ                              ;7;GUAPÉ;1662.0;-45.915233;-20.763079
MG;GUARACIABA                         ;12;GUARACIABA;1663.0;-43.009389;-20.571571
MG;GUARACIAMA                         ;2;GUARACIAMA;1664.0;-43.667525;-17.014173
MG;GUARANI                            ;7;GUARANI;1666.0;-43.032777;-21.356334
MG;GUARANÉSIA                         ;13;GUARANÉSIA;1665.0;-46.796352;-21.300921
MG;GUARARÁ                            ;2;GUARARÁ;1667.0;-43.033434;-21.730352
MG;GUARDA-MOR                         ;9;GUARDA-MOR;1668.0;-47.099756;-17.767307
MG;GUAXUPÉ                            ;52;GUAXUPÉ;1669.0;-46.708053;-21.305007
MG;GUIDOVAL                           ;17;GUIDOVAL;1670.0;-42.788746;-21.155034
MG;GUIMARÂNIA                         ;4;GUIMARÂNIA;1671.0;-46.790145;-18.84246
MG;GUIRICEMA                          ;5;GUIRICEMA;1672.0;-42.720659;-21.00985
MG;GURINHATÃ                          ;9;GURINHATÃ;1673.0;-49.787631;-19.214281
MG;HELIODORA                          ;10;HELIODORA;1674.0;-45.545325;-22.064401
MG;IAPU                               ;8;IAPU;1675.0;-42.214725;-19.438704
MG;IBERTIOGA                          ;2;IBERTIOGA;1676.0;-43.963896;-21.433032
MG;IBIAÍ                              ;3;IBIAÍ;1678.0;-44.904622;-16.859077
MG;IBIRACI                            ;17;IBIRACI;1680.0;-47.12215;-20.461058
MG;IBIRITÉ                            ;33;IBIRITÉ;1681.0;-44.056882;-20.025188
MG;IBITIÚRA DE MINAS                  ;22;IBITIÚRA DE MINAS;1682.0;-46.43681;-22.060402
MG;IBITURUNA                          ;3;IBITURUNA;1683.0;-44.747913;-21.15414
MG;IBIÁ                               ;18;IBIÁ;1677.0;-46.547406;-19.474948
MG;ICARAÍ DE MINAS                    ;5;ICARAÍ DE MINAS;1684.0;-44.903359;-16.213968
MG;IGARAPÉ                            ;11;IGARAPÉ;1685.0;-44.299449;-20.070671
MG;IGARATINGA                         ;7;IGARATINGA;1686.0;-44.706324;-19.947597
MG;IGUATAMA                           ;14;IGUATAMA;1687.0;-45.711114;-20.17763
MG;IJACI                              ;4;IJACI;1688.0;-44.923265;-21.173785
MG;ILICÍNEA                           ;17;ILICÍNEA;1689.0;-45.830849;-20.940222
MG;IMBÉ DE MINAS                      ;1;IMBÉ DE MINAS;1690.0;-41.969455;-19.601721
MG;INCONFIDENTES                      ;13;INCONFIDENTES;1691.0;-46.326412;-22.313561
MG;INDIANÓPOLIS                       ;2;INDIANÓPOLIS;1693.0;-47.915457;-19.034141
MG;INGAÍ                              ;1;INGAÍ;1694.0;-44.915158;-21.402428
MG;INHAPIM                            ;21;INHAPIM;1695.0;-42.114721;-19.54755
MG;INHAÚMA                            ;7;INHAÚMA;1696.0;-44.393394;-19.489843
MG;INIMUTABA                          ;8;INIMUTABA;1697.0;-44.358373;-18.727128
MG;IPABA                              ;5;IPABA;1698.0;-42.413923;-19.415819
MG;IPANEMA                            ;31;IPANEMA;1699.0;-41.716449;-19.799152
MG;IPATINGA                           ;136;IPATINGA;1700.0;-42.547612;-19.470275
MG;IPUIÚNA                            ;6;IPUIÚNA;1702.0;-46.191495;-22.101264
MG;IRAÍ DE MINAS                      ;1;IRAÍ DE MINAS;1703.0;-47.460972;-18.981948
MG;ITABIRA                            ;94;ITABIRA;1704.0;-43.23123;-19.623936
MG;ITABIRITO                          ;42;ITABIRITO;1706.0;-43.803846;-20.250132
MG;ITACARAMBI                         ;3;ITACARAMBI;1708.0;-44.095005;-15.089028
MG;ITAGUARA                           ;25;ITAGUARA;1709.0;-44.487507;-20.394695
MG;ITAIPÉ                             ;4;ITAIPÉ;1710.0;-41.669654;-17.401419
MG;ITAJUBÁ                            ;36;ITAJUBÁ;1711.0;-45.459818;-22.422481
MG;ITAMARANDIBA                       ;12;ITAMARANDIBA;1712.0;-42.85612;-17.855157
MG;ITAMARATI DE MINAS                 ;3;ITAMARATI DE MINAS;1713.0;-42.812969;-21.417935
MG;ITAMBACURI                         ;4;ITAMBACURI;1714.0;-41.682979;-18.03496
MG;ITAMBÉ DO MATO DENTRO              ;4;ITAMBÉ DO MATO DENTRO;1715.0;-43.31825;-19.415761
MG;ITAMOGI                            ;18;ITAMOGI;1716.0;-47.045962;-21.075824
MG;ITAMONTE                           ;12;ITAMONTE;1717.0;-44.868021;-22.285912
MG;ITANHANDU                          ;14;ITANHANDU;1718.0;-44.938243;-22.294191
MG;ITANHOMI                           ;4;ITANHOMI;1719.0;-41.863017;-19.173587
MG;ITAOBIM                            ;15;ITAOBIM;1720.0;-41.501692;-16.55707
MG;ITAPAGIPE                          ;14;ITAPAGIPE;1721.0;-49.378137;-19.906163
MG;ITAPECERICA                        ;17;ITAPECERICA;1722.0;-45.126994;-20.470372
MG;ITAPEVA                            ;13;ITAPEVA;1723.0;-46.224053;-22.766488
MG;ITATIAIUÇU                         ;17;ITATIAIUÇU;1724.0;-44.421081;-20.198257
MG;ITAVERAVA                          ;1;ITAVERAVA;1727.0;-43.614106;-20.676853
MG;ITAÚ DE MINAS                      ;6;ITAÚ DE MINAS;1725.0;-46.752512;-20.737499
MG;ITAÚNA                             ;79;ITAÚNA;1726.0;-44.580112;-20.081798
MG;ITINGA                             ;4;ITINGA;1728.0;-41.767194;-16.609972
MG;ITUETA                             ;5;ITUETA;1729.0;-41.174619;-19.399935
MG;ITUIUTABA                          ;65;ITUIUTABA;1730.0;-49.463945;-18.977191
MG;ITUMIRIM                           ;10;ITUMIRIM;1731.0;-44.872364;-21.317054
MG;ITURAMA                            ;28;ITURAMA;1732.0;-50.19656;-19.727566
MG;ITUTINGA                           ;2;ITUTINGA;1733.0;-44.656731;-21.300017
MG;JABOTICATUBAS                      ;25;JABOTICATUBAS;1734.0;-43.737257;-19.511938
MG;JACINTO                            ;1;JACINTO;1735.0;-40.294991;-16.142756
MG;JACUTINGA                          ;42;JACUTINGA;1737.0;-46.616575;-22.28597
MG;JACUÍ                              ;7;JACUÍ;1736.0;-46.73588;-21.013662
MG;JAGUARAÇU                          ;8;JAGUARAÇU;1738.0;-42.74982;-19.647001
MG;JANAÚBA                            ;25;JANAÚBA;1741.0;-43.313168;-15.802228
MG;JANUÁRIA                           ;30;JANUÁRIA;1742.0;-44.363889;-15.480154
MG;JAPARAÍBA                          ;1;JAPARAÍBA;1743.0;-45.50151;-20.144184
MG;JAÍBA                              ;10;JAÍBA;1739.0;-43.668802;-15.343224
MG;JECEABA                            ;2;JECEABA;1745.0;-43.989394;-20.533852
MG;JEQUERI                            ;27;JEQUERI;1747.0;-42.665064;-20.454229
MG;JEQUITAÍ                           ;4;JEQUITAÍ;1748.0;-44.437588;-17.229025
MG;JEQUITIBÁ                          ;14;JEQUITIBÁ;1749.0;-44.0304;-19.234491
MG;JEQUITINHONHA                      ;15;JEQUITINHONHA;1750.0;-41.011717;-16.437482
MG;JESUÂNIA                           ;2;JESUÂNIA;1751.0;-45.291122;-21.988655
MG;JOANÉSIA                           ;10;JOANÉSIA;1753.0;-42.677481;-19.172897
MG;JOAQUIM FELÍCIO                    ;3;JOAQUIM FELÍCIO;1756.0;-44.164274;-17.758022
MG;JOAÍMA                             ;5;JOAÍMA;1752.0;-41.022873;-16.652189
MG;JORDÂNIA                           ;3;JORDÂNIA;1757.0;-40.184051;-15.900924
MG;JOSÉ RAYDAN                        ;2;JOSÉ RAYDAN;1760.0;-42.494643;-18.219505
MG;JOÃO MONLEVADE                     ;29;JOÃO MONLEVADE;1754.0;-43.173463;-19.812646
MG;JOÃO PINHEIRO                      ;50;JOÃO PINHEIRO;1755.0;-46.17154;-17.739768
MG;JUATUBA                            ;15;JUATUBA;1761.0;-44.34505;-19.94484
MG;JUIZ DE FORA                       ;448;JUIZ DE FORA;1762.0;-43.339759;-21.75952
MG;JURAMENTO                          ;3;JURAMENTO;1763.0;-43.586457;-16.847322
MG;JURUAIA                            ;8;JURUAIA;1764.0;-46.573541;-21.24931
MG;JUVENÍLIA                          ;2;JUVENÍLIA;1765.0;-44.159656;-14.266238
MG;LAGAMAR                            ;14;LAGAMAR;1767.0;-46.806343;-18.175918
MG;LAGOA DA PRATA                     ;30;LAGOA DA PRATA;1768.0;-45.540149;-20.023728
MG;LAGOA FORMOSA                      ;25;LAGOA FORMOSA;1771.0;-46.401236;-18.771489
MG;LAGOA GRANDE                       ;5;LAGOA GRANDE;1772.0;-46.516519;-17.832265
MG;LAGOA SANTA                        ;70;LAGOA SANTA;1773.0;-43.893216;-19.63967
MG;LAJINHA                            ;3;LAJINHA;1774.0;-41.622818;-20.153941
MG;LAMBARI                            ;19;LAMBARI;1775.0;-45.349822;-21.967088
MG;LAMIM                              ;3;LAMIM;1776.0;-43.470615;-20.789999
MG;LARANJAL                           ;8;LARANJAL;1777.0;-42.473151;-21.371478
MG;LASSANCE                           ;10;LASSANCE;1778.0;-44.573491;-17.88698
MG;LAVRAS                             ;64;LAVRAS;1779.0;-45.000949;-21.248002
MG;LEANDRO FERREIRA                   ;4;LEANDRO FERREIRA;1780.0;-45.027855;-19.719307
MG;LEME DO PRADO                      ;1;LEME DO PRADO;1781.0;-42.69357;-17.079273
MG;LEOPOLDINA                         ;58;LEOPOLDINA;1782.0;-42.642123;-21.52963
MG;LIBERDADE                          ;6;LIBERDADE;1783.0;-44.320752;-22.027491
MG;LIMA DUARTE                        ;20;LIMA DUARTE;1784.0;-43.793412;-21.838597
MG;LIMEIRA DO OESTE                   ;1;LIMEIRA DO OESTE;1785.0;-50.581489;-19.551212
MG;LONTRA                             ;4;LONTRA;1786.0;-44.306037;-15.901295
MG;LUISBURGO                          ;3;LUISBURGO;1787.0;-42.097642;-20.446753
MG;LUISLÂNDIA                         ;2;LUISLÂNDIA;1788.0;-44.588579;-16.109483
MG;LUMINÁRIAS                         ;3;LUMINÁRIAS;1789.0;-44.903384;-21.514485
MG;LUZ                                ;33;LUZ;1790.0;-45.679444;-19.791085
MG;MACHACALIS                         ;4;MACHACALIS;1791.0;-40.724476;-17.072273
MG;MACHADO                            ;20;MACHADO;1792.0;-45.921855;-21.677757
MG;MADRE DE DEUS DE MINAS             ;13;MADRE DE DEUS DE MINAS;1793.0;-44.32873;-21.483017
MG;MALACACHETA                        ;11;MALACACHETA;1794.0;-42.076907;-17.845647
MG;MAMONAS                            ;1;MAMONAS;1795.0;-42.946858;-15.047941
MG;MANGA                              ;1;MANGA;1796.0;-43.939053;-14.752892
MG;MANHUAÇU                           ;55;MANHUAÇU;1797.0;-42.027987;-20.257226
MG;MANHUMIRIM                         ;13;MANHUMIRIM;1798.0;-41.958933;-20.359116
MG;MANTENA                            ;42;MANTENA;1799.0;-40.987368;-18.776071
MG;MAR DE ESPANHA                     ;14;MAR DE ESPANHA;1801.0;-43.006206;-21.870728
MG;MARAVILHAS                         ;6;MARAVILHAS;1800.0;-44.677875;-19.507627
MG;MARIA DA FÉ                        ;17;MARIA DA FÉ;1802.0;-45.377277;-22.304417
MG;MARIANA                            ;36;MARIANA;1803.0;-43.414034;-20.376514
MG;MARILAC                            ;3;MARILAC;1804.0;-42.082207;-18.507897
MG;MARIPÁ DE MINAS                    ;6;MARIPÁ DE MINAS;1806.0;-42.954589;-21.697919
MG;MARLIÉRIA                          ;10;MARLIÉRIA;1807.0;-42.732693;-19.709601
MG;MARMELÓPOLIS                       ;4;MARMELÓPOLIS;1808.0;-45.164541;-22.447004
MG;MARTINHO CAMPOS                    ;14;MARTINHO CAMPOS;1809.0;-45.243411;-19.330573
MG;MARTINS SOARES                     ;6;MARTINS SOARES;1810.0;-41.878592;-20.254562
MG;MATERLÂNDIA                        ;4;MATERLÂNDIA;1812.0;-43.0579;-18.469911
MG;MATEUS LEME                        ;14;MATEUS LEME;1813.0;-44.431831;-19.979424
MG;MATHIAS LOBATO                     ;3;MATHIAS LOBATO;1814.0;-41.916564;-18.590035
MG;MATIAS BARBOSA                     ;11;MATIAS BARBOSA;1815.0;-43.313475;-21.868953
MG;MATIPÓ                             ;20;MATIPÓ;1817.0;-42.340145;-20.287264
MG;MATOZINHOS                         ;28;MATOZINHOS;1819.0;-44.086786;-19.554318
MG;MATUTINA                           ;5;MATUTINA;1820.0;-45.96635;-19.217912
MG;MEDEIROS                           ;8;MEDEIROS;1821.0;-46.218053;-19.98651
MG;MEDINA                             ;9;MEDINA;1822.0;-41.472764;-16.224538
MG;MENDES PIMENTEL                    ;6;MENDES PIMENTEL;1823.0;-41.405228;-18.663116
MG;MERCÊS                             ;10;MERCÊS;1824.0;-43.333662;-21.197585
MG;MESQUITA                           ;8;MESQUITA;1825.0;-42.607877;-19.224022
MG;MINAS NOVAS                        ;8;MINAS NOVAS;1826.0;-42.588435;-17.215603
MG;MINDURI                            ;4;MINDURI;1827.0;-44.605096;-21.679714
MG;MIRABELA                           ;11;MIRABELA;1828.0;-44.160208;-16.256022
MG;MIRADOURO                          ;14;MIRADOURO;1829.0;-42.345837;-20.889946
MG;MIRAÍ                              ;13;MIRAÍ;1830.0;-42.612209;-21.20214
MG;MOEDA                              ;15;MOEDA;1832.0;-44.050947;-20.339868
MG;MOEMA                              ;7;MOEMA;1833.0;-45.412687;-19.838731
MG;MONSENHOR PAULO                    ;8;MONSENHOR PAULO;1835.0;-45.539055;-21.757885
MG;MONTALVÂNIA                        ;4;MONTALVÂNIA;1836.0;-44.371881;-14.419689
MG;MONTE ALEGRE DE MINAS              ;23;MONTE ALEGRE DE MINAS;1837.0;-48.881023;-18.869048
MG;MONTE AZUL                         ;2;MONTE AZUL;1838.0;-42.871768;-15.151362
MG;MONTE BELO                         ;18;MONTE BELO;1839.0;-46.363462;-21.327084
MG;MONTE CARMELO                      ;13;MONTE CARMELO;1840.0;-47.491228;-18.730245
MG;MONTE FORMOSO                      ;2;MONTE FORMOSO;1841.0;-41.247306;-16.869145
MG;MONTE SANTO DE MINAS               ;36;MONTE SANTO DE MINAS;1842.0;-46.975314;-21.18731
MG;MONTE SIÃO                         ;16;MONTE SIÃO;1844.0;-46.57298;-22.433538
MG;MONTES CLAROS                      ;234;MONTES CLAROS;1843.0;-43.857809;-16.728177
MG;MORADA NOVA DE MINAS               ;8;MORADA NOVA DE MINAS;1846.0;-45.358403;-18.599774
MG;MUNHOZ                             ;6;MUNHOZ;1849.0;-46.36197;-22.609172
MG;MURIAÉ                             ;70;MURIAÉ;1850.0;-42.369304;-21.129965
MG;MUTUM                              ;21;MUTUM;1851.0;-41.440689;-19.812099
MG;MUZAMBINHO                         ;19;MUZAMBINHO;1852.0;-46.5213;-21.369155
MG;MÁRIO CAMPOS                       ;3;MÁRIO CAMPOS;1805.0;-44.188324;-20.058155
MG;NACIP RAYDAN                       ;5;NACIP RAYDAN;1853.0;-42.248121;-18.454436
MG;NANUQUE                            ;13;NANUQUE;1854.0;-40.353287;-17.848111
MG;NAQUE                              ;6;NAQUE;1855.0;-42.33119;-19.229132
MG;NATÉRCIA                           ;1;NATÉRCIA;1857.0;-45.512284;-22.115754
MG;NEPOMUCENO                         ;19;NEPOMUCENO;1859.0;-45.234956;-21.232415
MG;NINHEIRA                           ;4;NINHEIRA;1860.0;-41.756367;-15.314771
MG;NOVA ERA                           ;4;NOVA ERA;1862.0;-43.033267;-19.757738
MG;NOVA LIMA                          ;86;NOVA LIMA;1863.0;-43.850854;-19.975763
MG;NOVA PONTE                         ;4;NOVA PONTE;1865.0;-47.677947;-19.146096
MG;NOVA PORTEIRINHA                   ;1;NOVA PORTEIRINHA;1866.0;-43.294148;-15.799291
MG;NOVA RESENDE                       ;25;NOVA RESENDE;1867.0;-46.415732;-21.128612
MG;NOVA SERRANA                       ;17;NOVA SERRANA;1868.0;-44.984661;-19.871299
MG;NOVA UNIÃO                         ;2;NOVA UNIÃO;1869.0;-43.583048;-19.687584
MG;NOVO CRUZEIRO                      ;19;NOVO CRUZEIRO;1870.0;-41.882633;-17.465438
MG;OLARIA                             ;10;OLARIA;1873.0;-43.935558;-21.859789
MG;OLHOS-D´ÁGUA                       ;1;OLHOS-D´ÁGUA;;;
